17.2437453043783,17.9552333851573,18.9965313085826,19.0930259314655,20.5620923597527,22.8824493971286,26.2338218920387,32.4473323670272,46.5105065883274,83.3603758747367
18.9950981103988,18.4943811369057,18.7724729057774,19.5308799539867,20.9325361298991,22.7584537782969,26.2061351125506,33.7734609763809,45.8091014889207,85.0374836393749
18.1612102853301,18.1772218009513,19.5168288911043,19.2528728305237,20.7440164910524,22.6640471250396,26.828034596852,31.9709060082079,47.1527103030352,85.7107699783557
17.6368143664892,18.5433437431522,19.5555192404797,19.5971870064396,21.6395986832934,22.9138680260194,26.0802446733365,34.0271795897483,46.3476369172519,84.7158123140798
18.270456199447,18.7198610365321,18.2961131343546,19.0751326667436,20.9664975730956,23.5538426193565,26.5839774517861,33.1166215503557,48.0238650301127,84.4375745071817
17.8032328786496,18.2314236580398,18.8825284825943,19.9481935160525,20.7815266185722,23.0985685675476,27.1235966675466,32.4085497771361,47.0946225539157,85.6056871252289
18.052868763051,18.2191906897418,19.0351432292495,19.5343106248425,21.5696498594787,22.7701303493915,26.9333887283651,32.4573467624786,46.1916608251382,84.8088955737825
17.9417134551587,18.2391716271279,18.2208246191466,19.7762321130508,20.6553543027343,22.6548626748636,26.694021233822,33.8745764757123,48.4800535030268,84.5664336526759
18.208904099547,18.5172667728705,18.3163205698848,19.3097094614475,21.3692035236703,22.8594296109656,26.0524544884878,32.6680371503556,46.30158394849,87.3176824740851
18.0884195610469,18.2742796707313,18.886575138263,19.9490405130004,21.181692683142,22.5736976935336,26.2141412013489,31.6780173417265,47.5537932788433,83.3311249316464
