34.014,52.79,94.019,80.147,80.222,279.35,64.301,123.88,252.68,74.401,1053.9,107.55,74.123,57.582,76.569,52.106,94.859,74.679,784.14,119.87,65.604,219.5,46.439,135.82,300.24,133.46,429.2,144.35,184.84,209.86,220.66,515.6,74.069,270.08,36.659,33.876,27.204,356.27,157.49,122.12
40.174,195.81,348.08,104.35,66.061,175.45,95.818,165.82,285.94,115.72,96.288,210.77,519.28,95.722,338.34,65.651,59.834,87.121,26.183,84.135,157.01,399.14,103.49,261.32,51.411,351.14,144.77,534.55,165.36,372.95,87.054,133.09,428.02,37.331,228.72,347.16,134.39,350.18,658.86,162.21
129.03,112.75,35.313,119.61,223.89,40.21,54.362,109.15,124.59,47.503,188.18,356.71,154.32,189.26,104.91,30.95,593.51,53.995,70.771,21.022,185.96,16.839,328.87,70.323,60.716,141.92,26.343,56.07,265.05,301.24,44.702,20.227,264.56,29.505,256.81,459.58,60.761,253.67,137.68,298.61
55.754,156.88,119.39,281.18,83.998,45.664,124.95,69.65,126.47,55.188,63.979,305.34,72.829,97.762,139.38,86.832,145.69,24.184,127.47,157.49,179.5,64.504,66.894,417.99,326.51,191.11,183.04,95.224,62.296,115.71,87.636,669.23,45.947,258.15,78.804,317.87,62.174,336.48,94.744,727.17
476.56,128.98,162.63,191.7,141.06,311.97,32.765,51.025,51.34,270.95,38.097,238.35,87.235,78.446,285.51,293.27,200.29,260.85,321.23,219.96,60.09,66.265,332.49,38.868,92.2,110.43,413.55,293.97,36.815,135.55,143.49,62.441,285.86,483.07,138.07,227.4,89.87,244.95,57.634,527.24
52.197,77.774,187.55,37.789,66.251,61.669,264.59,53.027,265.21,43.415,101.72,127.07,288.7,422.5,27.15,66.928,183.3,57.253,231.94,68.218,90.682,66.25,135.34,327.99,48.958,299.49,44.187,431.08,197.61,32.309,227.9,289.56,280.57,218.59,499.78,81.449,526.31,95.01,143.75,169.01
74.423,44.574,82.009,45.516,150.11,86.148,153.07,575.53,124.43,132.85,345.73,166.05,219.64,574.32,198.76,86.211,58.159,355.54,250.76,115.63,180.2,302.98,89.886,41.12,102.69,162.75,36.4,103.09,248.97,99.205,136.21,177.98,110.65,710.36,221.22,532.77,66.306,250.47,244.34,125.23
88.045,45.535,32.304,74.963,74.754,487.13,235.61,46.472,106.94,649.49,169.66,202.12,17.791,55.764,511.87,104.66,87.835,237.66,30.042,71.185,277.71,485.89,83.122,43.425,352.08,202.79,320.59,34.955,220.84,179.6,293.34,289.38,409.57,106.28,133.71,448.34,53.83,25.679,132.71,160.09
66.471,118.59,422.41,51.103,90.78,186.78,65.835,154.4,102.01,127.16,487.26,120.32,113.47,36.97,126.41,238.62,242.67,24.431,169.82,60.779,334.71,44.799,110.55,104.3,353.25,275.54,33.448,220.75,21.99,88.596,21.177,162.9,72.429,88.291,301.63,23.024,48.573,477.26,771.08,398.25
572.66,142.6,192.4,62.763,151.04,164.24,94.751,34.223,70.164,32.872,232.38,287.9,231.5,45.974,145.62,140.12,135.22,152.02,25.407,379.64,184.68,126.38,131.79,354.27,170.17,70.991,54.894,75.209,280.3,342.74,216.11,249.4,265.36,832.94,323.32,360.86,249.48,281.35,83.123,56.808
137.29,306.35,170.4,384.76,75.578,126.36,119.62,260.41,22.958,282.06,126.8,199.59,258.93,19.15,30.926,869.83,45.005,31.037,371.36,65.323,151.98,314.83,38.092,64.78,54.6,87.421,64.21,191.82,290.72,66.211,123.17,13.477,38.635,250.35,36.532,98.048,556.84,47.006,281.28,392.14
22.329,69.515,166.4,523.16,96.061,29.788,165.8,89.663,176.93,518.24,132.74,40.303,60.789,155.61,36.044,95.475,1064.4,142.53,373.52,35.282,164.69,23.532,336.19,40.582,68.446,86.978,61.535,165.04,48.348,251.82,129.36,73.23,108.08,470.25,341.6,149.22,365.45,22.64,353.61,558.77
228.87,79.984,201.45,192.33,258.91,43.964,268.42,258.48,203.84,40.055,39.453,118.83,54.961,126.4,92.097,159.13,122.08,48.581,373.67,226.43,138.43,70.852,20.317,284.68,321.32,855.95,82.465,96.656,313.61,182.39,99.193,89.507,647.55,195.91,51.067,236.11,114.1,386.79,170.92,330.26
183.27,114.1,121.81,84.913,137.18,116.34,101.7,47.58,120.4,114.16,123.28,56.598,233.55,235.69,161.8,73.014,152.93,37.833,83.982,89.5,75.14,174.79,67.321,170.03,130.59,293.06,534.54,310.33,209.19,103.65,319.75,91.968,236.92,240.36,385.83,384.53,144.74,46.411,24.097,156.94
81.437,96.221,346,83.214,41.508,66.436,96.318,69.833,70.148,83.825,256.35,22.7,357.93,62.145,190.21,53.553,232.52,308.2,137.18,40.871,421.24,130.67,67.576,237.75,90.405,419.27,201.71,206.96,148.8,235.62,68.994,108.6,161.56,241.08,220.95,54.348,152.65,90.606,57.267,107.54
89.512,194.2,223.76,37.544,42.283,64.215,89.355,34.68,137.33,62.615,49.124,195.48,203.67,65.492,148.21,80.965,69.743,43.941,170.06,375.23,332.18,60.21,88.622,117.79,416.3,195.92,72.257,480.57,229.46,163.42,172.45,244.87,129.13,113.65,68.201,493.46,118.88,59.653,78.114,32.13
81.668,87.288,216.04,110.68,100.8,629.58,43.89,86.882,103.61,161.26,77.421,83.278,265.81,26.951,33.133,654.55,40.909,78.575,523.32,87.073,77.858,155.91,203.26,48.89,72.041,377.95,271.5,284.12,589.24,95.127,86.341,209.55,86.309,38.778,238.97,339.5,308.06,161.77,45.104,75.448
73.396,140.66,129.98,187.45,275.73,548.3,297.26,113.92,89.679,226.04,383.1,146.65,298.55,154.29,85.638,274.5,284.15,337.53,145.58,132.66,358.66,182.55,67.719,59.615,340.54,170.39,50.887,122.85,39.794,314.09,167.48,296.09,232.38,69.012,144.7,100.33,34.476,52.582,79.554,47.369
480.61,115.14,99.093,269.62,65.24,67.577,100.72,36.329,232.44,296.68,64.341,104.28,340.05,106.82,233.87,85.154,184.99,53.184,390.99,71.006,30.455,120.16,169.27,378.69,355.08,39.546,141.96,75.538,32.375,326.05,179.37,144.64,78.267,46.663,90.125,126.63,270.25,175.68,40.285,48.523
140.8,37.375,87.389,168.12,268.08,165.2,52.545,134.46,82.211,68.75,81.276,36.289,348.31,221.3,65.923,133.6,133.45,285.1,81.992,23.16,77.112,97.7,28.69,386.59,192.89,133.87,32.478,104.53,49.462,321.26,76.624,52.003,189.86,58.009,58.68,117.16,125.09,257.53,263.58,221.97
119,177.58,185.68,63.901,36.075,149.43,52.28,617.49,20.792,131.46,70.106,24.738,59.433,136.36,484.35,116.47,301.09,60.72,297.92,71.313,372.29,455.54,33.58,42.619,28.573,308.05,135.73,37.44,245.29,245.8,59.304,23.431,89.903,190.38,193.76,181,89.971,712.86,174.51,166.55
203.42,416.45,79.265,157.18,38.92,107.86,135.35,821.29,144.96,436.88,68.41,311.54,253.53,99.183,140.56,209.33,214.11,104.7,246.45,52.396,432,55.643,108.61,152.62,40.922,108.01,131.05,200.12,124.88,196.84,55.445,118.59,199.69,75.452,157.41,125.8,233.72,50.32,148.37,259.18
92.873,156.16,489.85,317.75,69.141,246.14,47.13,87.656,295.03,325.97,63.862,197.59,142.88,146.7,642.42,158.99,146.86,59.238,337.84,36.416,200.11,37.022,54.778,17.233,33.566,174.78,418.35,82.909,18.505,130.42,64.99,191.14,109.91,474.16,661.38,183.45,100.02,109.84,129.97,238.11
40.545,175.81,292.86,287.47,85.977,48.257,209.61,101.95,442.89,76.312,22.127,108.95,234.4,51.236,237.93,67.16,201.62,144.72,66.603,24.675,138.67,536.62,156.38,72.59,165.95,84.665,65.705,351.55,583.74,101.76,78.784,221.3,217.34,285.04,63.567,214.32,137.92,637.34,292.41,85.326
