199.58,34.523,229.62,75.641,81.305,275.59,58.045,119.46,245.53,69.528,1050.2,103.01,71.679,56.783,75.116,51.081,94.1,75.404,783.34,119.76,64.075,218.56,49.266,134.3,298.99,133.52,427.89,143.85,184.58,209.15,220.86,515.19,74.121,270,36.331,33.664,26.264,356.38,157.31,122.42
49.209,156,321.58,143.69,55.244,175.88,93.213,160.08,280.67,111.86,94.856,208.57,517.35,93.554,337.25,63.651,57.56,85.68,26.93,83.494,155.01,397.85,102.18,260.63,51.202,350.73,144.77,534.17,164.95,372.48,87.129,132.48,427.95,35.774,228.3,346.37,134.41,349.34,658.32,162.22
174.43,65.514,27.874,523.63,341.43,120.96,45.118,240.79,119.11,47.219,183.88,352.86,153.13,309.55,103.2,29.217,591.61,51.621,71.701,21.187,184.82,15.8,330.16,69.668,62.342,140.98,26.659,54.965,265.26,301.62,43.915,20.157,263.54,29.066,257.01,459.33,60.368,253.64,137.28,297.84
320.08,156.93,98.751,263.76,76.884,364.36,118.51,438.34,128.8,53.15,60.963,301.45,69.375,226.17,139.27,89.075,143.12,23.304,126.55,156.13,178.74,63.351,65.176,417.09,327.56,190.34,182.99,94.271,62.599,115.69,87.568,669.43,45.813,257.19,78.512,317.97,62.014,337.25,94.38,727.03
114.12,769.76,155.48,215.3,132.43,547.26,27.777,47.136,47.563,267.28,33.878,281.09,86.629,75.162,282.87,291.2,196.63,261.24,318.39,218.31,58.846,65.9,332,37.454,90.997,109.79,413.43,295.73,36.268,135.48,144.14,62.247,285,484.16,137.95,227.37,89.41,244.51,57.32,526.87
193.13,114.71,172.04,27.428,137.06,55.366,292.72,47.47,257.18,39.166,99.216,123.12,286.76,708.02,26.248,67.553,181.52,55.767,230.75,66.811,91.131,66.484,134.75,327.24,46.815,299.01,43.459,431.53,196.44,31.972,228.62,289.09,280.75,218.18,499.59,81.066,525.89,94.825,143.34,168.28
430.03,358.72,191.82,219.95,138.38,81.427,147.7,569.64,120.21,129.05,347.7,161.69,219.1,574.17,203.61,84.238,54.965,354.25,250.77,113.77,179.89,302.5,88.944,40.392,101.34,162.6,35.441,102.24,247.84,99.166,135.67,177.09,110.36,710.45,221.07,532.44,65.952,250.38,243.54,124.96
116.59,189.33,20.395,67.816,69.925,721.4,231.81,36.671,914.88,644.46,166.7,317.93,14.43,53.619,508.66,101.92,86.514,234.61,29.917,70.167,278.16,485.98,83.356,41.902,350.95,201.9,319.92,33.744,220.45,179.25,292.21,288.8,408.85,106.16,133.9,448.16,53.86,25.024,132.7,160.53
465.48,421.53,512.55,26.997,97.001,191.35,62.928,149.29,96.158,121.4,484.27,116.63,110.77,33.4,123.32,235.97,241.05,21.82,168.08,59.877,333.76,44.59,109.71,102.84,352.67,276.06,33.087,220.92,20.731,89.417,20.776,162.48,72.453,87.672,301.73,21.767,48.748,476.37,771.18,398.51
46.427,91.562,169.42,52.875,138.42,159.04,93.022,31.663,71.479,27.799,229.06,286.61,232.01,45.104,143.48,139.11,135.94,151.82,24.659,379.81,184.39,124.48,130.43,354.44,169.94,72.033,53.962,74.528,279.33,341.86,214.72,249.41,264.71,834.02,323.61,360.68,249.03,281.3,83.481,56.485
284.13,279.04,161.21,448.18,64.568,121.28,112.99,257.64,20.451,292.2,125.99,196.15,258.94,17.059,29.379,868.98,44.983,31.338,370.17,64.149,150.5,314.35,36.797,64.308,53.595,86.681,63.5,192.14,289.87,67.062,122.54,13.054,38.442,249.92,35.856,97.649,557.23,46.229,280.64,392.3
98.681,205.71,719.14,516.19,88.038,28.8,157.1,88.302,174.01,512.55,128.11,39.379,60.01,155.16,33.808,92.902,1062.7,141.43,376.17,32.916,164.8,23.085,334.58,39.432,68.955,86.503,61.951,164.29,48.904,250.72,129.68,72.318,108.15,470.14,341.52,149.29,364.57,22.537,353.26,558.36
190.78,48.857,186.19,180.96,248.58,42.274,261.75,256.84,197.91,37.477,38.599,115.66,52.925,124.79,90.753,158.33,121.19,45.297,372.97,225.99,137.9,75.639,19.128,283.09,320.93,855.47,81.486,97.021,312.2,182.49,98.329,89.605,646.67,196.02,50.825,235.73,114.77,386.6,170.59,329.85
