66.61,65.935
302.73,300.27
166.87,177.62
75.952,71.886
129.02,136.36
35.005,30.212
40.166,32.871
112.43,108.44
57.192,54.685
83.167,79.987
51.752,46.447
132.87,129.84
32.062,28.242
135.22,130.73
94.834,89.304
34.745,32.019
104.28,101.26
44.203,39.82
63.55,59.918
66.358,60.517
44.779,39.516
40.84,37.374
105.18,102.33
77.756,75.284
100.47,97.769
102.82,100.12
206.52,204.53
70.87,68.204
34.62,30.51
164.35,160.41
140.2,141.28
30.776,27.226
26.993,23.196
42.654,38.042
39.575,34.848
44.808,41.184
26.006,22.028
213.91,209.83
57.823,51.328
93.192,98.395
51.797,48.026
38.104,35.527
21.064,18.49
51.726,48.94
67.297,62.939
32.362,29.065
126.28,122.79
34.993,30.621
30.545,28.509
89.807,148.12
224.93,222.26
83.591,81.623
51.744,49.466
48.488,44.119
49.246,46.312
25.792,22.423
56.514,51.266
43.642,39.29
37.073,34.042
161.63,156.4
67.465,62.676
23.849,19.28
187.68,183.79
209.93,206.15
244.08,243.39
115.99,111.31
89.561,85.574
25.628,23.117
75.338,73.022
96.828,92.335
103.94,98.409
42.657,38.963
110.5,108.46
63.259,60.13
28.372,23.765
43.238,45.243
41.071,36.567
209.17,205.68
116.84,112.47
16.554,12.87
98.954,94.454
69.405,64.938
98.387,92.801
24.381,22.072
101.6,97.856
160.98,157.65
22.968,19.192
36.377,32.378
76.926,72.987
87.423,97.073
75.602,74.888
119.15,115.44
37.958,32.257
411.86,407.99
45.422,41.597
45.692,41.616
185.17,182.45
231.55,227.07
157.25,152.57
58.408,57.608
95.793,92.035
39.349,36.203
373.63,371.12
295.38,293.64
100.93,96.468
39.919,35.52
37.763,33.56
77.469,72.537
49.457,45.445
42.247,37.266
124.59,121.69
115.69,111.58
80.989,76.604
37.616,34.675
164.75,161.39
26.734,22.814
40.848,36.436
58.837,55.041
78.316,74.243
76.462,71.109
73.222,198.77
107.16,104.87
60.045,56.154
176.03,172.24
37.098,34.312
32.892,28.321
94.338,91.362
207.05,203.12
94.597,90.615
43.565,40.658
252.6,249.3
66.324,60.5
29.815,26.528
40.25,36.888
45.735,41.54
34.947,31.346
129.57,125.24
76.971,72.824
42.729,37.887
51.05,48.977
91.102,90.005
143.93,143.43
27.029,23.777
35.555,32.654
283.83,282.76
167.48,164.31
16.176,17.354
95.22,89.26
65.262,72.002
36.567,32.153
82.616,81.164
58.636,53.876
166.67,162.38
47.845,42.375
99.236,133.47
409.86,406.53
42.902,39.535
177.26,174.52
126.02,123.01
102.26,97.628
31.899,31.346
67.011,63.277
103.47,100.34
54.696,51.063
40.78,37.321
147.3,144.51
46.044,41.935
435.54,433.11
103.98,99.823
110.64,106.25
126.59,122.1
69.44,67.641
30.561,30.571
177.33,171.61
58.774,54.896
60.161,55.587
75.405,71.679
83.891,83.965
110.15,106
51.156,46.754
30.43,26.161
159.87,156.04
201.83,196.47
46.397,41.972
126.35,123.7
34.275,30.307
264.85,259.31
31.719,27.555
138.38,135.31
43.779,41.953
24.649,21.126
54.761,54.34
94.301,89.72
108.07,103.73
135.15,130.98
59.145,55.669
42.353,39.016
72.5,70.207
73.93,69.857
106.56,103.53
60.685,56.714
94.741,91.002
150.12,148.1
108.29,104.47
62.409,58.936
88.006,83.422
169.95,166.47
72.477,68.466
56.206,54.009
218.38,213.16
134.27,130.58
78.463,80.05
30.751,30.382
23.697,21.203
94.765,91.228
34.258,31.184
63.367,58.737
53.611,52.488
47.814,46.487
85.893,81.565
110.05,107.85
27.418,23.177
61.675,59.546
110.13,105.42
86.093,82.619
44.988,41.634
114.61,113.18
98.551,95.118
65.025,63.722
65.342,59.995
209.73,206.94
30.675,27.192
69.356,67.094
53.88,50.277
156.83,153.72
78.695,75.593
155.32,152.47
94.741,89.764
98.752,99.672
79.933,75.603
50.237,50.183
109.38,105.13
204.24,200.31
31.873,28.337
105.14,99.545
32.468,30.463
94.109,88.855
71.587,67.394
23.895,20.392
100.14,97.857
214.9,208.86
59.03,56.337
135.83,136.25
145.62,141.56
25.894,21.772
128.7,125.72
77.861,76.492
37.923,34.585
18.535,14.826
57.168,52.254
172.12,167.95
130.03,126.07
83.136,81.58
152.47,149.03
84.739,79.811
54.685,51.738
98.991,95.939
181.21,347.71
85.733,80.932
78.258,73.779
36.902,33.425
62.32,56.015
21.685,18.247
47.382,43.015
189.69,184.93
83.183,80.398
93.009,88.707
28.198,23.13
192.15,188.66
57.065,59.66
26.805,22.06
32.718,29.459
215.42,214.91
40.975,35.571
332.52,328.85
165.52,164.03
32.651,29.521
87.494,84.45
53.121,48.688
78.654,73.92
21.221,18.38
64.924,62.107
97.796,94.555
34.063,33.964
232.41,227.35
91.222,85.375
46.248,41.399
47.948,44.683
138.96,134.25
34.404,33.431
40.81,39.332
130.88,127.91
186.64,181.89
95.584,89.05
86.545,87.134
47.472,43.429
95.625,92.837
87.185,82.244
191.58,186.43
76.285,72.488
58.869,59.27
53.986,51.22
263.51,258.11
36.71,32.508
122.55,118.83
133.09,128.61
40.897,37.09
122.21,118.92
91.919,89.574
50.494,45.525
148.3,143.87
24.327,21.769
161.43,156.95
144.41,141.04
58.341,55.572
51.926,48.837
157.25,153.47
67.524,63.056
41.71,37.684
82.576,78.796
51.945,48.261
109.71,105.18
131.46,125.81
136.22,133.44
68.776,66.674
34.653,36.378
59.74,55.662
117.69,112.52
62.864,57.84
76.138,76.873
77.496,74.117
86.029,81.414
129.54,125
88.705,84.92
79.833,75.068
73.591,70.943
65.587,61.533
74.474,71.559
34.39,31.149
64.025,59.892
27.638,23.115
114.74,111.17
105.73,100.93
141.92,142.37
150.13,147.97
91.05,90.91
67.449,63.403
22.879,19.805
157.68,154.07
25.833,22.58
100.53,95.793
90.296,86.823
58.502,53.252
22.025,18.993
132.58,129.08
37.407,33.952
63.826,64.118
65.303,60.577
18.874,16.717
101.09,96.48
70.302,66.39
61.277,88.979
51.163,48.067
59.845,57.506
122.47,116.85
162.98,158.35
53.718,49.654
151.81,147.44
69.688,66.468
75.941,71.296
25.864,22.703
88.245,85.935
123.7,121.46
49.773,44.908
66.764,63.814
119.65,116.65
99.915,99.41
170.83,166.82
35.671,31.381
86.805,82.989
324.63,321.38
80.081,76.918
61.608,60.069
48.02,41.627
155.06,149.74
88.909,84.908
34.768,32.309
66.187,62.357
202.79,196.59
49.456,45.242
26.42,24.009
72.74,70.032
84.449,80.5
59.219,57.644
62.733,62.806
65.197,61.698
89.483,86.332
125.11,120.34
143.42,137.41
53.957,53.059
123.6,119.25
68.47,64.536
94.968,90.688
77.649,73.064
51.594,46.392
79.666,76.554
57.579,55.948
65.376,62.87
229.41,226.71
38.542,34.719
145.02,143.71
174.5,180.29
31.477,27.066
166.84,162.66
20.969,18.087
50.58,47.853
208.35,206.23
164.21,162.87
25.226,22.525
176.41,172.4
342.42,337.08
71.179,68.938
91.235,87.268
98.818,95.721
267.1,261.67
260.08,257.03
35.444,31.769
56.727,51.675
132.52,129.91
121.71,116.4
85.583,82.567
81.465,77.54
223.41,218.81
51.411,45.513
113.34,108.44
53.509,48.9
341.39,338.41
273.26,271.48
158.89,155.57
87.776,82.411
110.69,106.94
70.477,65.954
144.31,139.79
55.409,56.478
46.39,42.954
69.957,65.804
58.869,56.691
417.68,413.09
136.26,133.35
62.364,60.19
54.911,53.376
73.255,69.021
124.24,119.47
55.099,51.2
103.02,96.855
86.8,83.308
81.894,79.148
50.551,49.006
93.08,90.192
53.468,50.449
63.425,59.467
45.098,42.203
69.952,65.814
58.861,56.218
23.327,22.5
79.399,74.859
117.49,114.34
78.263,80.641
103.82,100.06
203.25,198.2
253.85,251.59
95.639,90.688
94.297,94.179
54.473,50.295
98.763,96.505
49.45,46.316
79.558,75.3
77.123,75.456
81.358,80.333
205.27,200.15
151.22,156.96
80.874,77.493
106.36,103.48
106.59,103.36
224.72,222.98
49.461,47.712
174.96,172.98
22.857,18.614
50.978,46.075
52.827,48.842
99.692,95.716
64.715,62.665
145.27,140.76
198.32,194
213.97,210.65
34.833,30.025
35.507,31.194
119.25,116.42
225.35,221.35
70.12,163.26
85.158,81.125
117.45,114.99
26.031,23.273
156.24,150.67
146.36,142.84
34.329,31.511
73.444,69.175
30.068,27.25
53.564,48.558
68.979,66.825
64.559,62.337
60.435,56.321
102.47,101.56
56.676,51.442
55.289,50.743
85.856,83.765
40.262,38.526
95.106,89.507
79.688,74.547
72.74,67.1
104.41,99.186
72.076,68.181
139.02,133.79
226.22,226.17
78.158,74.787
38.608,34.511
118.85,116.06
57.732,53.464
106.68,101.96
36.538,32.748
78.646,76.154
130.43,126.7
223.99,220.33
111.14,194.06
43.438,43.045
106.11,101.69
72.442,67.425
147.83,143.81
106.15,101.94
116.66,112.48
151.61,148.32
42.586,38.575
104.65,101.62
36.429,33.599
104.61,101.3
80.647,78.633
76.272,73.404
146.34,144
78.845,74.363
232.82,229.37
339.12,333.6
31.094,24.375
28.978,24.435
39.984,38.867
19.993,17.112
126.64,122.02
66.542,62.023
59.504,56.28
36.638,33.088
135.73,131.66
22.158,19.829
106.27,101.64
58.069,53.689
131.97,127.87
57.625,53.991
96.262,92.842
97.41,92.49
116.94,114.08
89.834,86.011
32.275,27.393
312.89,310.06
105.24,100.39
56.682,52.16
84.797,81.161
56.653,51.691
122.55,120.13
67.919,64.928
45.86,43.869
66.94,62.25
63.467,59.621
47.239,44.615
69.106,64.788
81.385,76.761
201.45,197.87
62.392,58.741
21.969,19.909
30.211,30.302
34.253,29.014
96.622,91.254
85.935,81.935
61.363,121.39
48.254,44.67
24.352,20.403
185.78,181.72
55.865,51.55
49.653,45.137
50.995,46.578
42.301,39.251
34.506,30.404
100.19,97.565
42.761,39.666
67.601,63.93
288.22,283.66
111.18,108.07
63.13,58.396
83.779,80.376
60.414,55.349
44.007,38.903
177.57,176.45
26.123,21.862
41.121,37.599
38.093,36.091
81.644,76.561
41.327,36.149
69.426,64.28
60.98,56.532
187.26,183.54
28.563,25.581
119.15,122.44
41.184,36.235
344.52,338.39
66.119,62.346
124.81,121.15
34.67,30.058
141.42,136.9
107.21,102.73
161.35,156.06
150.9,147.06
38.596,31.71
29.909,25.105
58.217,52.293
98.582,95.437
142.56,137.22
43.272,40.761
